track_name,artists,cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,13,0.403,0.903,-3.88,0.0664,0.574,0.305,0.287,0.498,115.669
Ei tid e forbi,Tomgang,1,0.647,0.809,-6.97,0.0267,0.00781,4.18e-05,0.237,0.665,99.975
Roots Run Deep,Upchurch,12,0.535,0.64,-3.055,0.0286,0.28,1.29e-05,0.101,0.388,120.03
I Be U Be,High Valley,13,0.442,0.746,-5.883,0.0335,0.0074,0.0,0.0996,0.415,126.035
I Be U Be,High Valley,13,0.442,0.746,-5.883,0.0335,0.0074,0.0,0.0996,0.415,126.035
Spotlight,Upchurch,5,0.432,0.692,-6.539,0.0337,0.000363,0.0,0.149,0.373,171.999
Hurtin',Cody Johnson,5,0.487,0.821,-4.221,0.0406,0.0407,0.0,0.272,0.539,139.957
Roads We've Never Taken,High Valley,13,0.627,0.962,-4.942,0.0574,0.0111,2.43e-06,0.204,0.559,120.017
River's Still Running,High Valley,13,0.542,0.795,-5.662,0.0262,0.0251,0.0,0.122,0.476,85.951
Ei runde til,Rotlaus,13,0.608,0.832,-5.38,0.0237,0.0153,1.07e-05,0.179,0.525,102.99
River's Still Running,High Valley,13,0.542,0.795,-5.662,0.0262,0.0251,0.0,0.122,0.476,85.951
I Be U Be,High Valley,13,0.442,0.746,-5.883,0.0335,0.0074,0.0,0.0996,0.415,126.035
River's Still Running,High Valley,13,0.542,0.795,-5.662,0.0262,0.0251,0.0,0.122,0.476,85.951
Huldersølv,Byting,1,0.701,0.637,-6.857,0.0265,0.243,0.0,0.0934,0.865,112.023
Small Town Crazy,Bailey Zimmerman,6,0.502,0.877,-2.847,0.0746,0.0129,0.0,0.244,0.696,170.123
F*** the Po-Po,Corey Smith,8,0.481,0.468,-11.315,0.0605,0.817,0.0,0.933,0.443,112.981
"Take Me Home, Country Roads (Acoustic)",Music Travel Love,10,0.703,0.316,-8.779,0.0332,0.736,0.0,0.222,0.645,94.03
Right Down the Line,Gerry Rafferty,10,0.783,0.322,-15.091,0.0343,0.213,0.00243,0.114,0.77,128.226
Forever And For Always,Shania Twain,13,0.469,0.722,-4.806,0.0326,0.232,0.0,0.123,0.529,85.984
What A Friend We Have In Jesus,Alan Jackson,3,0.449,0.174,-12.56,0.0292,0.903,0.0,0.124,0.288,143.37
Whiskey Glasses,Morgan Wallen,6,0.614,0.68,-4.58,0.0289,0.369,1.84e-06,0.115,0.707,149.959
Wanna Be That Song,Brett Eldredge,12,0.518,0.686,-4.911,0.0313,0.114,0.0,0.114,0.334,144.065
You're Still The One - Remixed/Remastered 2004,Shania Twain,12,0.545,0.597,-5.748,0.0336,0.3,0.0,0.0783,0.559,133.678
Body Like A Back Road,Sam Hunt,10,0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938
Play It Again,Luke Bryan,6,0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935
New Kid in Town - 2013 Remaster,Eagles,10,0.649,0.425,-9.811,0.0267,0.378,0.0013,0.108,0.651,107.383
Wanted,Hunter Hayes,3,0.421,0.476,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Good Time,Alan Jackson,1,0.652,0.767,-10.445,0.0372,0.0355,6.92e-06,0.397,0.73,132.017
MUSCLE MEMORY,Kelsea Ballerini,1,0.596,0.786,-4.782,0.0391,0.00715,0.0,0.192,0.788,93.959
Stay Young,Don Williams,10,0.77,0.482,-12.726,0.026,0.729,0.00983,0.0725,0.707,88.972
Layla,Derek & The Dominos,13,0.404,0.902,-3.88,0.0665,0.577,0.297,0.287,0.497,115.669
Simple Man,Lynyrd Skynyrd,13,0.422,0.752,-8.682,0.0449,0.0366,0.000119,0.129,0.403,120.471
What If I Never Get Over You,Lady A,13,0.576,0.724,-5.147,0.0274,0.016,0.0,0.107,0.34,93.029
We've Got Tonight,Kenny Rogers;Sheena Easton,14,0.543,0.227,-11.247,0.0298,0.767,4.29e-05,0.103,0.292,123.548
Mr. Tambourine Man,Bob Dylan,3,0.39,0.31,-14.545,0.0676,0.794,0.0,0.379,0.584,177.515
Jolene,Dolly Parton,10,0.674,0.537,-10.971,0.0363,0.566,0.0,0.131,0.809,110.578
Desperado - 2013 Remaster,Eagles,14,0.228,0.224,-12.749,0.0311,0.946,0.000222,0.273,0.18,60.3
When You Say Nothing at All (Live in Nashville),Music Travel Love,10,0.717,0.397,-8.614,0.0269,0.743,0.0,0.112,0.48,94.072
Late July,Zach Bryan,3,0.532,0.354,-8.938,0.0504,0.736,0.0,0.11,0.419,151.266
Barbed Wire Halo,Aaron Watson,2,0.546,0.383,-8.18,0.032,0.403,0.0,0.0924,0.372,113.673
Hillbilly Psycho,Upchurch,5,0.488,0.737,-6.782,0.0941,0.0131,0.0,0.349,0.272,147.676
Look At Me Fly,Stoney LaRue,13,0.532,0.821,-5.126,0.0323,0.0553,0.0014,0.113,0.368,118.464
SideChick,Koe Wetzel,2,0.497,0.366,-9.219,0.0255,0.33,0.0,0.0907,0.139,87.53
Busy,Upchurch,0,0.806,0.873,-4.787,0.243,0.00872,0.0,0.0897,0.705,140.031
Hjortejakt,Vassendgutane,1,0.62,0.828,-4.74,0.0251,0.0658,0.0,0.293,0.766,107.562
Don't Come Knockin,Upchurch,12,0.67,0.717,-7.688,0.111,0.00406,0.0,0.166,0.313,129.973
Kæm Tok Ho Me Sæ,Too Far Gone,5,0.545,0.621,-7.598,0.0289,0.159,3.85e-05,0.292,0.339,170.199
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Layla,Derek & The Dominos,13,0.459,0.89,-3.246,0.0487,0.451,0.11,0.306,0.447,115.654
Langt Herifrå,Spelloppmaker,2,0.547,0.676,-5.721,0.0336,0.498,0.0,0.147,0.149,119.97
Gamle helter,Plumbo,1,0.686,0.797,-5.527,0.0288,0.0184,0.0,0.345,0.854,130.007
Trying to Reason With Hurricane Season (with Jimmy Buffett),Kenny Chesney;Jimmy Buffett,10,0.738,0.503,-10.876,0.0309,0.613,1.16e-05,0.1,0.556,121.914
Show Me The Way,Peter Frampton,1,0.7,0.726,-7.717,0.0329,0.436,1.11e-06,0.0914,0.64,130.11
La chaîne de mon tracteur,Cayouche,14,0.603,0.198,-19.179,0.0319,0.952,0.000146,0.0999,0.734,98.548
Standard American,Gunnar & The Grizzly Boys,1,0.72,0.922,-4.827,0.113,0.0323,0.0,0.452,0.687,93.004
Marcher l'plancher - Live,Salebarbes,8,0.401,0.659,-7.259,0.0678,0.184,9.56e-05,0.822,0.787,81.612
Hands On You,Ashley Monroe,5,0.356,0.417,-8.91,0.038,0.0313,1.36e-05,0.155,0.316,190.414
Lubbock,Koe Wetzel,1,0.562,0.948,-3.89,0.0359,0.0323,0.0,0.369,0.94,106.021
Hell Of A Way To Go,Riley Green,6,0.481,0.74,-4.672,0.0277,0.0262,0.0,0.157,0.669,150.053
Ein Anleggsslusk,Tomgang,6,0.563,0.653,-7.328,0.0464,0.068,0.000357,0.374,0.613,164.048
Gagner sa vie,Salebarbes,6,0.602,0.875,-5.643,0.0422,0.291,0.0,0.386,0.977,145.932
Let's Work Together,Canned Heat,1,0.748,0.703,-12.004,0.0362,0.114,1.39e-06,0.0646,0.882,118.944
Tennessee Christmas,Ashley Monroe,2,0.653,0.433,-8.307,0.0243,0.505,1.65e-05,0.193,0.423,96.004
Tennessee Christmas,Ashley Monroe,2,0.653,0.433,-8.307,0.0243,0.505,1.65e-05,0.193,0.423,96.004
Tennessee Christmas,Ashley Monroe,2,0.653,0.433,-8.307,0.0243,0.505,1.65e-05,0.193,0.423,96.004
Yours,Russell Dickerson,12,0.554,0.722,-6.005,0.034,0.119,0.0,0.0861,0.558,134.058
The Champion,Carrie Underwood;Ludacris,1,0.663,0.875,-3.301,0.183,0.0821,0.0,0.124,0.51,91.056
Tennessee Orange,Megan Moroney,5,0.38,0.488,-6.637,0.029,0.126,7.23e-06,0.115,0.268,156.031
My Church,Maren Morris,1,0.517,0.743,-4.336,0.0363,0.243,3.36e-06,0.107,0.664,76.979
"Love, Me",Collin Raye,14,0.6,0.242,-12.63,0.031,0.697,0.0,0.128,0.3,106.616
Amarillo By Morning,George Strait,10,0.606,0.361,-16.031,0.0346,0.264,3.39e-05,0.38,0.621,121.059
I Hate Love Songs,Kelsea Ballerini,3,0.385,0.446,-7.806,0.0298,0.247,0.0,0.189,0.401,179.94
Lost My Heartbreak,David J,13,0.56,0.802,-5.428,0.0373,0.0863,0.0,0.116,0.423,103.059
Old Time Rock & Roll,Bob Seger,1,0.714,0.937,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13
Boot Scootin' Boogie,Brooks & Dunn,1,0.656,0.817,-4.296,0.0435,0.22,0.0,0.304,0.862,130.448
Any Man Of Mine,Shania Twain,1,0.592,0.725,-8.698,0.0412,0.207,0.0,0.148,0.784,78.235
Silence,Tyler Childers,14,0.502,0.301,-12.496,0.0315,0.835,9.95e-05,0.34,0.261,126.898
You in a Honky Tonk,Randall King,1,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.341,0.62,103.936
You in a Honky Tonk,Randall King,1,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.341,0.62,103.936
You in a Honky Tonk,Randall King,1,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.341,0.62,103.936
The Boys Of Summer,Don Henley,6,0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941
Nobody But You (Duet with Gwen Stefani),Blake Shelton;Gwen Stefani,5,0.463,0.653,-5.515,0.0273,0.111,0.000136,0.172,0.233,143.912
You in a Honky Tonk,Randall King,1,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.341,0.62,103.936
Empty Glass,Stoney LaRue,2,0.593,0.581,-7.415,0.0249,0.548,0.000202,0.108,0.256,100.035
You in a Honky Tonk,Randall King,1,0.626,0.705,-5.911,0.0256,0.121,1.67e-05,0.341,0.62,103.936
Who,Upchurch,0,0.853,0.791,-9.402,0.246,0.0942,0.0,0.388,0.596,117.039
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Critic,Avery Anna,12,0.529,0.467,-4.663,0.0263,0.23,0.0,0.0922,0.24,132.09
Critic,Avery Anna,12,0.529,0.467,-4.663,0.0263,0.23,0.0,0.0922,0.24,132.09
Bøgdafest,BEIST,6,0.712,0.844,-5.052,0.103,0.146,0.0,0.138,0.679,140.063
Some Girls,Jameson Rodgers,5,0.429,0.831,-5.108,0.0473,0.0781,0.0,0.312,0.348,167.984
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Råka tå ei pil,Hellbillies,5,0.306,0.771,-6.162,0.0352,0.00416,0.0,0.114,0.348,176.529
Baby Do,Randall King,1,0.674,0.86,-5.498,0.033,0.00469,0.00345,0.115,0.637,116.05
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Baby Do,Randall King,1,0.674,0.86,-5.498,0.033,0.00469,0.00345,0.115,0.637,116.05
Different Cloth,Upchurch,1,0.615,0.737,-4.084,0.0268,0.00357,8.75e-06,0.0995,0.629,89.99
Sunshine & Whiskey,Frankie Ballard,1,0.67,0.737,-6.794,0.0434,0.223,0.0,0.325,0.753,92.958
Empty Beer Cans,Jon Pardi,13,0.645,0.83,-4.39,0.0452,0.0192,0.0,0.18,0.471,99.965
I Only Want You for Christmas,Randall King,6,0.621,0.844,-5.238,0.0496,0.0384,2.23e-05,0.0709,0.478,147.983
The Angels Must Have Cried,The Oak Ridge Boys,14,0.205,0.443,-9.936,0.0326,0.985,0.0463,0.103,0.269,87.914
Narcissist,Avery Anna,2,0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476
Baby Do,Randall King,1,0.674,0.86,-5.498,0.033,0.00469,0.00345,0.115,0.637,116.05
Vibes,Upchurch,12,0.898,0.518,-10.12,0.0526,0.0267,0.00936,0.132,0.307,129.973
Råne-Ræser,BEIST,10,0.715,0.649,-8.077,0.0286,0.639,0.000339,0.491,0.722,105.058
Cowboys Don't Cry,Robert Earl Keen,2,0.681,0.564,-6.692,0.0448,0.42,0.0,0.098,0.42,88.951
I Only Want You for Christmas,Randall King,6,0.621,0.844,-5.238,0.0496,0.0384,2.23e-05,0.0709,0.478,147.983
På vei,Rotlaus,13,0.467,0.789,-6.404,0.029,0.0235,6.21e-06,0.128,0.351,87.958
Queen Of Hearts,Juice Newton,6,0.647,0.821,-11.312,0.0535,0.564,0.000629,0.235,0.969,169.131
Når vi to blir en,Rotlaus,1,0.558,0.898,-5.324,0.0301,0.0096,0.0,0.38,0.737,87.015
Gin à l'eau salée,Salebarbes,5,0.494,0.966,-5.578,0.0724,0.0158,0.0,0.178,0.566,172.281
Some Girls Do,Sawyer Brown,6,0.64,0.852,-6.406,0.028,0.0907,0.0,0.151,0.903,139.949
Blow My Smoke,Upchurch,8,0.449,0.848,-5.584,0.0669,0.0152,0.0,0.882,0.643,150.039
I ett fotoalbum,Lasse Stefanz,10,0.593,0.555,-9.865,0.0254,0.483,0.0,0.0937,0.648,81.986
Under The Influence,Chris Brown,12,0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,12,0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121
Harleys In Hawaii,Katy Perry,6,0.722,0.757,-6.207,0.132,0.185,6.32e-06,0.126,0.721,140.094
No Lie,Sean Paul;Dua Lipa,1,0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04
Closer,The Chainsmokers;Halsey,10,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01
Let Me Love You,DJ Snake;Justin Bieber,12,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
Strawberries & Cigarettes,Troye Sivan,2,0.578,0.537,-8.676,0.0832,0.162,0.0,0.076,0.25,83.909
Levitating (feat. DaBaby),Dua Lipa;DaBaby,1,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
7 rings,Ariana Grande,0,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048
I Like Me Better,Lauv,0,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97
Attention,Charlie Puth,1,0.775,0.613,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066
positions,Ariana Grande,6,0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015
Woman,Doja Cat,1,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998
One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,1,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
FRIENDS,Marshmello;Anne-Marie,1,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
Señorita,Shawn Mendes;Camila Cabello,1,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947
Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,10,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth;Selena Gomez,10,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017
Chammak Challo,Akon;Hamsika Iyer,1,0.742,0.879,-4.274,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946
Levitating,Dua Lipa,1,0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014
Wolves,Selena Gomez;Marshmello,12,0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987
Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,1,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99
Cheap Thrills,Sia,1,0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976
Unstoppable,Sia,5,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799
Go Down Deh (feat. Shaggy and Sean Paul),Spice;Shaggy;Sean Paul,1,0.817,0.8,-4.475,0.108,0.12,3.9e-05,0.187,0.534,90.016
The Nights,Avicii,13,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,5,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857
There's Nothing Holdin' Me Back,Shawn Mendes,1,0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,1,0.687,0.717,-6.61,0.0755,0.0744,0.0,0.134,0.685,88.063
Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,1,0.762,0.861,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Freedom,David Guetta;CeCe Rogers,11,0.456,0.802,-7.173,0.096,0.00266,0.374,0.122,0.0616,116.222
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Family Affair (Dance for Me),David Guetta,12,0.869,0.726,-5.654,0.0459,0.0784,0.0,0.107,0.343,124.023
Sunshine,David Guetta;Avicii,9,0.59,0.8,-5.044,0.0441,0.000653,0.905,0.0512,0.21,127.996
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Dangerous,David Guetta;Sam Martin,2,0.53,0.747,-4.838,0.0694,0.417,1.04e-05,0.107,0.434,91.943
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Dangerous - David Guetta Banging Remix,David Guetta;Sam Martin,9,0.698,0.931,-4.32,0.0595,0.0237,0.852,0.0767,0.0825,128.004
Gettin' over You - Aviccii's Vocal Mix at Night,David Guetta;Chris Willis;Fergie;LMFAO,12,0.624,0.81,-8.307,0.039,0.00269,0.0186,0.169,0.271,127.989
Stuck with U (with Justin Bieber),Ariana Grande;Justin Bieber,6,0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765
Slow Motion,AMARIA BB,0,0.733,0.479,-9.27,0.301,0.575,0.00053,0.0831,0.485,88.742
Need to Know,Doja Cat,12,0.664,0.609,-6.509,0.0707,0.304,0.0,0.0926,0.194,130.041
Love Your Voice,JONY,2,0.608,0.83,-5.396,0.0956,0.597,3.4e-06,0.118,0.211,91.088
Angel Baby,Troye Sivan,2,0.559,0.559,-6.425,0.0358,0.0145,0.0,0.138,0.338,72.498
See You Again (feat. Charlie Puth),Wiz Khalifa;Charlie Puth,2,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
Happier,Marshmello;Bastille,1,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015
Love Me Like You Do,Ellie Goulding,2,0.489,0.597,-6.633,0.0292,0.27,0.0,0.105,0.324,95.012
Harleys In Hawaii,Katy Perry,6,0.721,0.751,-6.203,0.125,0.162,6.59e-06,0.118,0.738,140.095
Something Just Like This,The Chainsmokers;Coldplay,12,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Treat You Better,Shawn Mendes,0,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.71,0.625,-9.008,0.0295,0.029,1.1e-05,0.108,0.784,140.994
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027
Smokin out the Window,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.627,0.618,-8.529,0.0437,0.0558,0.0,0.351,0.848,82.03
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,13,0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027
2002,Anne-Marie,1,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.71,0.625,-9.008,0.0295,0.029,1.1e-05,0.108,0.784,140.994
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,1,0.71,0.625,-9.008,0.0295,0.029,1.1e-05,0.108,0.784,140.994
Señorita,Shawn Mendes;Camila Cabello,1,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967
Levitating,Dua Lipa;DaBaby,1,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977
It Will Rain,Bruno Mars,6,0.572,0.835,-6.826,0.0516,0.337,0.0,0.082,0.468,150.014
Levitating,Dua Lipa,1,0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014
Levitating,Dua Lipa;DaBaby,1,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977
Levitating,Dua Lipa;DaBaby,1,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,1,0.687,0.717,-6.61,0.0755,0.0744,0.0,0.134,0.685,88.063
IDGAF,Dua Lipa;Saweetie,1,0.847,0.59,-6.301,0.133,0.059,0.0,0.0822,0.595,97.014
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Treasure - Cash Cash Radio Mix,Bruno Mars,8,0.664,0.944,-2.027,0.0995,0.101,0.0,0.766,0.745,121.936
Levitating,Dua Lipa,1,0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014
Family Affair (Dance for Me),David Guetta,12,0.869,0.726,-5.654,0.0459,0.0784,0.0,0.107,0.343,124.023
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
New Rules - Acoustic,Dua Lipa,10,0.825,0.345,-6.018,0.0372,0.601,0.0,0.121,0.506,116.072
I'm Good (Blue),David Guetta;Bebe Rexha,13,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Say My Name,David Guetta;Bebe Rexha;J Balvin,1,0.703,0.66,-5.119,0.123,0.137,0.0,0.192,0.79,95.033
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Physical,Dua Lipa,6,0.647,0.844,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967
New Love - Paraone Remix,Dua Lipa;Paraone,12,0.754,0.449,-8.79,0.0488,0.0407,0.000642,0.0963,0.334,90.405
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,12,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872
Family Affair (Dance for Me),David Guetta,12,0.869,0.726,-5.654,0.0459,0.0784,0.0,0.107,0.343,124.023
Boss Bitch,Doja Cat,0,0.707,0.955,-4.593,0.222,0.127,0.0,0.203,0.575,125.993
Physical - Erika de Casier Remix,Dua Lipa;Erika de Casier,6,0.603,0.854,-3.646,0.0377,0.00667,0.00188,0.113,0.666,147.039
Boss Bitch,Doja Cat,0,0.707,0.955,-4.593,0.222,0.127,0.0,0.203,0.575,125.993
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,1,0.692,0.883,-4.698,0.0582,0.0512,0.0,0.228,0.614,122.984
Gettin' over You - Aviccii's Vocal Mix at Night,David Guetta;Chris Willis;Fergie;LMFAO,12,0.624,0.81,-8.307,0.039,0.00269,0.0186,0.169,0.271,127.989
You Right,Doja Cat;The Weeknd,12,0.828,0.621,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986
Under The Influence (Body Language),Chris Brown,12,0.62,0.62,-6.322,0.0375,0.0388,0.000213,0.129,0.459,144.835
Talking to the Moon,Bruno Mars,3,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867
A Thousand Years,Christina Perri,3,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028
Without Me,Halsey,12,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
Without Me,Halsey,12,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
On The Floor,Jennifer Lopez;Pitbull,1,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake;Selena Gomez;Ozuna;Cardi B,0,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
