track_name,artists,cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Headful of Ghosts,Bush,5,0.432,0.706,-5.061,0.0426,0.00108,0.0,0.378,0.29,136.981
Epic - Radio Edit,Faith No More,13,0.487,0.889,-7.998,0.073,0.101,0.0274,0.157,0.265,87.138
Davidian,Machine Head,5,0.276,0.937,-6.952,0.163,0.000531,0.123,0.227,0.306,153.814
We're Not Gonna Take It (Single Version),Twisted Sister,5,0.329,0.905,-7.206,0.0732,5.55e-05,3.95e-06,0.0654,0.626,149.377
War Pigs,Faith No More,13,0.323,0.891,-7.018,0.119,0.00126,0.0187,0.243,0.235,97.373
Davidian,Machine Head,5,0.276,0.937,-6.952,0.163,0.000531,0.123,0.227,0.306,153.814
Every Rose Has Its Thorn - Remastered 2003,Poison,12,0.533,0.647,-5.556,0.0332,0.161,1.18e-05,0.372,0.287,140.165
Teenage Frankenstein,Alice Cooper,1,0.591,0.884,-10.861,0.0363,0.00188,7.88e-06,0.0775,0.685,130.147
We're Not Gonna Take It,Twisted Sister,6,0.502,0.925,-6.298,0.0501,0.0129,0.0,0.162,0.923,149.188
Drop Dead Cynical,Amaranthe,5,0.527,0.913,-3.93,0.0776,4.89e-05,0.000213,0.0839,0.516,140.016
Butterfly,Crazy Town,1,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502
One,Metallica,13,0.437,0.695,-9.447,0.0617,0.00111,0.0857,0.124,0.413,102.178
Down with the Sickness,Disturbed,1,0.65,0.897,-2.704,0.0556,0.000315,1.19e-05,0.102,0.927,90.008
The Catalyst,Linkin Park,13,0.56,0.925,-5.48,0.0362,0.0372,0.0,0.104,0.178,135.009
Otherside,Red Hot Chili Peppers,13,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229
Scar Tissue,Red Hot Chili Peppers,1,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969
Nobody Can Save Me,Linkin Park,12,0.645,0.688,-4.749,0.0341,0.0107,0.0,0.186,0.433,139.957
Fade To Black - Remastered,Metallica,13,0.256,0.924,-6.685,0.113,0.00369,0.234,0.114,0.28,113.574
Lips Of An Angel,Hinder,13,0.476,0.736,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
Watch Over You,Alter Bridge,5,0.276,0.658,-5.418,0.0329,0.0836,0.000553,0.161,0.16,172.326
B.Y.O.B.,System Of A Down,13,0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414
Kryptonite,3 Doors Down,13,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
Can You Feel My Heart - Remix,Bring Me The Horizon;Jeris Johnson,6,0.576,0.88,-3.678,0.0507,0.00675,0.0,0.473,0.836,139.942
A Little Piece of Heaven,Avenged Sevenfold,6,0.486,0.881,-5.623,0.0474,0.0244,0.0,0.429,0.667,144.997
Faint,Linkin Park,6,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095
Good Goodbye (feat. Pusha T and Stormzy),Linkin Park;Pusha T;Stormzy,8,0.697,0.84,-4.602,0.054,0.106,0.0,0.748,0.452,128.034
Dark Necessities,Red Hot Chili Peppers,12,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959
Metalingus,Alter Bridge,13,0.496,0.981,-3.268,0.108,9.33e-06,0.0,0.0958,0.163,109.905
For Whom The Bell Tolls - Remastered,Metallica,13,0.518,0.858,-6.147,0.0672,0.00563,0.00349,0.0598,0.249,117.897
IN MY REMAINS,Linkin Park,13,0.553,0.907,-5.623,0.0484,0.00401,0.0,0.266,0.451,100.967
POWERLESS,Linkin Park,5,0.508,0.88,-6.441,0.0448,0.0621,9.43e-05,0.15,0.337,140.065
Burn It to the Ground,Nickelback,6,0.617,0.922,-3.474,0.0744,0.000247,0.388,0.363,0.6,132.059
Everlong,Foo Fighters,5,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
Kickstart My Heart,Mötley Crüe,5,0.363,0.982,-3.621,0.3,0.00123,0.00218,0.284,0.275,179.23
Unsainted,Slipknot,13,0.427,0.946,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305
War of Change,Thousand Foot Krutch,13,0.531,0.887,-4.417,0.0329,0.00261,0.000512,0.0657,0.626,104.055
The Resistance,Skillet,5,0.483,0.941,-3.598,0.0575,0.000526,3.5e-06,0.31,0.503,156.033
Iron Man (2009 - Remaster),Black Sabbath,5,0.334,0.828,-9.168,0.0985,0.00312,0.0043,0.0949,0.515,157.891
The Diary of Jane - Single Version,Breaking Benjamin,5,0.392,0.964,-4.441,0.0644,7.13e-05,0.0387,0.106,0.269,167.024
Animal I Have Become,Three Days Grace,13,0.553,0.853,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023
Before I Forget,Slipknot,8,0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724
Halloween,AFI,13,0.286,0.929,-8.494,0.091,0.00231,0.00074,0.0946,0.127,99.762
Anger Left Behind,Atreyu,5,0.418,0.987,-3.331,0.209,0.0585,0.000144,0.0855,0.25,155.05
Halloween,AFI,13,0.286,0.929,-8.494,0.091,0.00231,0.00074,0.0946,0.127,99.762
Halloween,AFI,13,0.286,0.929,-8.494,0.091,0.00231,0.00074,0.0946,0.127,99.762
Super Hero,Atreyu,5,0.433,0.914,-3.894,0.0589,0.00394,0.000104,0.0896,0.158,144.007
More Than Words,Extreme,2,0.626,0.242,-8.658,0.0269,0.43,1.09e-06,0.119,0.228,91.259
More Than Words,Extreme,2,0.626,0.242,-8.658,0.0269,0.43,1.09e-06,0.119,0.228,91.259
Mujer Amante,Rata Blanca,12,0.497,0.649,-10.205,0.0334,0.0145,3.78e-06,0.0477,0.567,115.357
Halloween,AFI,13,0.286,0.929,-8.494,0.091,0.00231,0.00074,0.0946,0.127,99.762
Teardrinker,Mastodon,13,0.457,0.979,-3.836,0.0485,9.8e-06,0.119,0.123,0.227,127.006
Halloween,AFI,13,0.286,0.929,-8.494,0.091,0.00231,0.00074,0.0946,0.127,99.762
Under a Glass Moon,Dream Theater,6,0.506,0.853,-9.989,0.0488,5.61e-05,0.097,0.347,0.594,145.691
Teardrinker,Mastodon,13,0.457,0.979,-3.836,0.0485,9.8e-06,0.119,0.123,0.227,127.006
Arise,Sepultura,13,0.371,0.961,-6.765,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336
Fury Of The Storm,DragonForce,5,0.233,0.911,-5.114,0.08,3.34e-05,0.258,0.344,0.197,199.851
Teardrinker,Mastodon,13,0.457,0.979,-3.836,0.0485,9.8e-06,0.119,0.123,0.227,127.006
The Boys Are Back In Town,Thin Lizzy,13,0.457,0.87,-4.906,0.0711,0.292,1.67e-06,0.117,0.694,81.095
Roots Bloody Roots,Sepultura,13,0.435,0.874,-6.664,0.123,0.000337,0.0419,0.311,0.265,120.167
The Boys Are Back In Town,Thin Lizzy,13,0.457,0.87,-4.906,0.0711,0.292,1.67e-06,0.117,0.694,81.095
Drown,Bring Me The Horizon,8,0.405,0.94,-3.103,0.0844,0.000102,2.79e-05,0.719,0.24,143.126
Rockstar,Nickelback,6,0.616,0.91,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072
ННД,Tomorrow,8,0.407,0.938,-3.263,0.0553,0.0339,0.00141,0.807,0.729,172.661
Zombie,Bad Wolves,13,0.448,0.826,-3.244,0.0319,0.00756,0.0,0.117,0.19,77.093
Snuff,Slipknot,12,0.544,0.69,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962
DiE4u,Bring Me The Horizon,5,0.355,0.919,-3.771,0.356,0.00234,0.000313,0.262,0.259,159.922
A LIGHT THAT NEVER COMES,Linkin Park;Steve Aoki,1,0.687,0.871,-5.531,0.0689,0.00225,0.00708,0.134,0.539,115.0
Gasoline,I Prevail,8,0.546,0.945,-4.399,0.0531,0.000311,0.0,0.724,0.545,135.128
Cult of Personality,Living Colour,8,0.504,0.918,-3.463,0.0517,0.00164,2.12e-05,0.78,0.539,92.031
Du hast,Rammstein,1,0.64,0.922,-6.283,0.0385,0.00369,0.055,0.332,0.716,125.105
Seize the Day,Avenged Sevenfold,5,0.393,0.802,-4.499,0.0367,0.0168,0.0,0.193,0.338,140.101
Send Me An Angel,Scorpions,2,0.153,0.417,-11.587,0.0318,0.434,0.000622,0.211,0.166,80.87
I Live My Life for You,Firehouse,12,0.513,0.522,-7.569,0.0295,0.0634,0.0,0.121,0.336,141.833
Black Hole Sun,Soundgarden,13,0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435
Kingslayer (feat. BABYMETAL),Bring Me The Horizon;BABYMETAL,13,0.434,0.929,-2.749,0.147,0.000207,0.00109,0.0916,0.428,92.541
Buried Alive,Avenged Sevenfold,12,0.607,0.804,-5.209,0.0296,0.00116,0.0,0.159,0.469,139.983
Be Somebody,Thousand Foot Krutch,13,0.457,0.669,-5.792,0.0288,0.0296,0.0,0.142,0.312,93.987
The Sound of Silence,Disturbed,2,0.322,0.28,-9.367,0.0281,0.468,1.1e-06,0.102,0.175,85.794
Detroit Rock City,KISS,13,0.454,0.847,-10.981,0.115,0.00953,0.000285,0.15,0.317,90.291
Through The Fire And Flames,DragonForce,5,0.153,0.953,-4.74,0.122,0.00152,0.0062,0.366,0.14,199.892
Awake and Alive,Skillet,5,0.434,0.939,-2.983,0.0593,0.0425,0.0,0.491,0.569,159.932
Walk,Pantera,13,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242
Delusions of Saviour,Slayer,11,0.223,0.805,-8.969,0.037,0.000179,0.814,0.0849,0.25,168.165
"Mama, I'm Coming Home",Ozzy Osbourne,5,0.282,0.656,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352
Fear of the Dark - 2015 Remaster,Iron Maiden,13,0.308,0.866,-5.671,0.059,0.000739,0.00141,0.232,0.227,109.825
Thank You For Loving Me,Bon Jovi,3,0.385,0.342,-7.749,0.0285,0.416,0.0,0.119,0.131,132.864
All Along the Watchtower,Jimi Hendrix,13,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
"You're Gonna Go Far, Kid",The Offspring,13,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115
Rollin' (Air Raid Vehicle),Limp Bizkit,1,0.603,0.933,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306
Symphony Of Destruction,Megadeth,12,0.61,0.891,-5.452,0.0587,0.000805,0.0928,0.0657,0.51,139.903
Laid to Rest,Lamb of God,13,0.366,0.956,-3.725,0.108,0.000293,0.00447,0.449,0.159,104.016
PARDON K***,DEHA INC.;Mertigo,12,0.656,0.788,-7.871,0.109,0.0545,0.0,0.324,0.407,139.909
Apophis,Shemhamforash,11,0.265,0.983,-7.109,0.139,5.64e-06,0.765,0.04,0.106,120.087
I Alone,Live,13,0.424,0.843,-6.197,0.0394,0.00101,0.00896,0.366,0.115,90.247
No Rain,Blind Melon,2,0.359,0.573,-6.054,0.0326,0.665,0.000178,0.136,0.562,73.368
I Don't Wanna Be Me,Type O Negative,11,0.473,0.977,-8.651,0.15,0.0243,0.604,0.0931,0.0449,100.552
No Rain,Blind Melon,2,0.359,0.573,-6.054,0.0326,0.665,0.000178,0.136,0.562,73.368
No Rain,Blind Melon,2,0.359,0.573,-6.054,0.0326,0.665,0.000178,0.136,0.562,73.368
Thunder Kiss '65,White Zombie,8,0.636,0.937,-3.94,0.044,0.00117,0.000223,0.54,0.395,112.641
No Rain,Blind Melon,2,0.359,0.573,-6.054,0.0326,0.665,0.000178,0.136,0.562,73.368
No Rain,Blind Melon,2,0.359,0.573,-6.054,0.0326,0.665,0.000178,0.136,0.562,73.368
Thunder Kiss '65,White Zombie,8,0.636,0.937,-3.94,0.044,0.00117,0.000223,0.54,0.395,112.641
Indians,Anthrax,13,0.349,0.983,-5.969,0.0564,0.00065,0.000892,0.0365,0.422,105.571
The Devil's Orchard,Opeth,9,0.511,0.645,-10.383,0.0368,0.00563,0.664,0.292,0.278,95.005
Bring The Noise,Anthrax;Public Enemy,12,0.599,0.831,-7.86,0.159,0.000155,2.13e-06,0.117,0.281,121.05
I Don't Wanna Be Me,Type O Negative,11,0.473,0.977,-8.651,0.15,0.0243,0.604,0.0931,0.0449,100.552
More Human Than Human,White Zombie,1,0.659,0.961,-5.568,0.0829,0.000425,0.423,0.105,0.537,101.368
More Human Than Human,White Zombie,1,0.659,0.961,-5.568,0.0829,0.000425,0.423,0.105,0.537,101.368
"I'm Your Boogieman - From ""The Crow: City Of Angels"" Soundtrack",White Zombie,13,0.645,0.985,-3.715,0.111,0.00113,0.0102,0.223,0.446,113.934
"I'm Your Boogieman - From ""The Crow: City Of Angels"" Soundtrack",White Zombie,13,0.645,0.985,-3.715,0.111,0.00113,0.0102,0.223,0.446,113.934
Follow You,Bring Me The Horizon,13,0.54,0.661,-5.534,0.0381,0.0765,0.0,0.125,0.506,90.012
the WORLD,Nightmare;DEATH NOTE デスノート,1,0.494,0.938,-2.359,0.0384,0.000474,0.0,0.314,0.822,95.049
The Unforgiven II,Metallica,13,0.497,0.89,-4.559,0.0445,0.00055,0.00129,0.255,0.249,133.047
Decadence,Disturbed,13,0.528,0.968,-3.457,0.145,5.67e-05,0.0916,0.0668,0.305,91.934
Cradled in Love,Poets of the Fall,3,0.592,0.474,-8.288,0.0262,0.557,0.0,0.148,0.317,130.0
Let Me Hear,"Fear, and Loathing in Las Vegas",5,0.175,0.995,1.023,0.211,0.000145,2.5e-06,0.214,0.303,184.066
The Devil in I,Slipknot,13,0.398,0.939,-2.865,0.0648,0.00591,0.000881,0.357,0.235,92.027
Change (In the House of Flies),Deftones,5,0.269,0.853,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581
Always Somewhere (2015 - Remaster),Scorpions,2,0.497,0.51,-7.3,0.0299,0.0902,0.00142,0.147,0.198,113.074
Drive,Incubus,1,0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565
Sweet Dreams (Are Made Of This),Marilyn Manson,11,0.392,0.642,-5.267,0.0326,0.0048,0.486,0.296,0.129,92.698
18 and Life,Skid Row,2,0.466,0.648,-11.101,0.028,0.0023,1.49e-05,0.112,0.305,90.435
Dani California,Red Hot Chili Peppers,1,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
New Divide,Linkin Park,13,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971
Dreamer,Ozzy Osbourne,2,0.493,0.636,-7.408,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419
Wanted Dead Or Alive,Bon Jovi,5,0.252,0.802,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056
Sonne,Rammstein,13,0.51,0.917,-4.806,0.0854,0.0054,0.000133,0.396,0.313,75.098
Numb,Linkin Park,8,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018
Deutschland,Rammstein,13,0.521,0.895,-5.242,0.0442,5.54e-05,0.349,0.0985,0.237,120.117
Unholy Confessions,Avenged Sevenfold,13,0.447,0.876,-5.446,0.066,0.000359,0.00103,0.255,0.532,92.535
Time of Dying,Three Days Grace,5,0.306,0.873,-3.668,0.0567,0.00105,0.0,0.52,0.452,198.387
Break Stuff,Limp Bizkit,13,0.432,0.884,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948
Be Yourself,Audioslave,13,0.423,0.845,-3.509,0.0559,0.143,5.07e-06,0.213,0.317,116.602
Hand Of Blood,Bullet For My Valentine,13,0.378,0.986,-2.769,0.0832,0.000248,0.0,0.0833,0.492,94.458
Finish Line,Skillet,13,0.53,0.803,-5.031,0.0386,0.0545,0.0,0.316,0.565,80.992
Here Without You - Acoustic Version,3 Doors Down,12,0.551,0.574,-6.265,0.0263,0.0203,0.0,0.186,0.308,143.734
When I Look Into Your Eyes,Firehouse,5,0.396,0.612,-8.039,0.0277,0.00288,4.71e-05,0.233,0.241,146.759
Cowboys from Hell,Pantera,13,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816
My Sacrifice,Creed,5,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
Warmness On The Soul,Avenged Sevenfold,12,0.614,0.636,-5.634,0.0287,0.38,0.00459,0.1,0.308,117.966
The Pretender,Foo Fighters,5,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984
MAKE ME DEAD!,SiM,8,0.593,0.957,-2.012,0.0844,0.00559,1.13e-06,0.597,0.611,99.971
Tornado Of Souls - Remastered 2004,Megadeth,13,0.519,0.982,-3.547,0.108,0.00203,0.00055,0.0971,0.361,97.745
All I Need,Within Temptation,5,0.234,0.73,-4.854,0.0446,0.199,4.77e-06,0.13,0.12,152.972
Arriving Somewhere But Not Here,Porcupine Tree,11,0.377,0.789,-5.032,0.0504,0.016,0.705,0.245,0.048,159.965
"You Could Be Mine - Live In New York, Ritz Theatre - May 16, 1991",Guns N' Roses,8,0.241,0.995,-3.039,0.188,0.000455,0.0237,0.694,0.147,157.779
Jump - 2015 Remaster,Van Halen,6,0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981
"Double Talkin' Jive - Live In Las Vegas, Thomas & Mack Center - January 25, 1992",Guns N' Roses,11,0.293,0.902,-6.538,0.0564,0.000566,0.712,0.446,0.278,104.193
João,Oficina G3,5,0.435,0.902,-2.939,0.0505,0.00638,5.29e-06,0.199,0.273,142.892
Looks That Kill,Static-X,6,0.641,0.956,-4.006,0.0376,0.00037,0.00858,0.16,0.669,136.981
El Ojo Blindado,Sumo,5,0.192,0.894,-7.136,0.0421,3.42e-06,0.0028,0.025,0.67,194.458
Mountain Song,Jane's Addiction,5,0.218,0.932,-6.803,0.098,0.0155,0.0246,0.277,0.315,167.718
Cold,Static-X,6,0.457,0.962,-3.722,0.0495,0.000455,0.00271,0.319,0.721,150.039
Texan Book of the Dead,Clutch,13,0.436,0.88,-8.547,0.0651,0.0154,0.0,0.205,0.683,112.012
Santa Monica,Everclear,13,0.491,0.942,-5.333,0.109,0.156,0.0,0.367,0.398,100.441
I Wish It Was Christmas Today,Cheap Trick,5,0.383,0.984,-3.573,0.103,0.000246,0.287,0.24,0.304,164.959
Christmas Christmas,Cheap Trick,5,0.331,0.942,-3.968,0.141,0.00228,0.00524,0.0974,0.143,180.372
Medusa,Anthrax,8,0.334,0.814,-14.175,0.0447,0.0247,0.000593,0.501,0.676,150.813
I Wish It Was Christmas Today,Cheap Trick,5,0.383,0.984,-3.573,0.103,0.000246,0.287,0.24,0.304,164.959
Descanso,Oficina G3,5,0.467,0.771,-3.823,0.0336,0.0157,5.49e-06,0.129,0.206,139.91
Killing Strangers,Marilyn Manson,2,0.593,0.55,-5.946,0.0379,0.00989,2.94e-06,0.132,0.511,59.996
Sextape,Deftones,13,0.367,0.634,-6.475,0.027,0.000824,0.0759,0.116,0.0964,89.981
Fuel,Metallica,13,0.49,0.951,-3.777,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946
Broken,Seether;Amy Lee,13,0.448,0.61,-2.695,0.0342,0.0102,0.000491,0.135,0.214,123.762
Always,Bon Jovi,5,0.383,0.659,-5.558,0.0312,0.117,0.0,0.0778,0.327,140.795
Bodies,Drowning Pool,1,0.656,0.932,-3.405,0.0708,0.00347,0.00147,0.144,0.544,130.936
I Hate Everything About You,Three Days Grace,13,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342
Invisible,Linkin Park,13,0.47,0.74,-6.093,0.07,0.0455,0.0,0.091,0.562,84.841
No More Sorrow,Linkin Park,13,0.571,0.934,-4.22,0.0531,0.00316,6.21e-06,0.197,0.409,132.594
Holy Diver,Dio,11,0.473,0.783,-10.671,0.0869,0.0125,0.475,0.268,0.124,91.976
I'll Be There For You,Bon Jovi,13,0.437,0.727,-5.432,0.0293,0.0532,0.0,0.103,0.233,73.029
Love of a Lifetime,Firehouse,12,0.472,0.48,-11.893,0.0308,0.000204,0.00275,0.0914,0.126,123.023
Painkiller,Three Days Grace,5,0.376,0.95,-4.067,0.0641,0.00021,0.0,0.0377,0.438,178.018
Sad But True,Metallica,12,0.633,0.846,-6.347,0.0337,0.000819,0.00139,0.0762,0.448,89.23
Your Betrayal,Bullet For My Valentine,13,0.569,0.883,-4.41,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001
Never Too Late,Three Days Grace,5,0.433,0.778,-4.68,0.0371,0.00838,0.0,0.163,0.217,149.864
Wild World - 2009 Remastered Version,Mr. Big,6,0.573,0.722,-6.518,0.0295,0.182,0.0,0.29,0.59,144.209
1x1 (feat. Nova Twins),Bring Me The Horizon;Nova Twins,8,0.452,0.937,-3.346,0.161,0.000209,3.61e-06,0.606,0.604,164.032
Ace of Spades,Motörhead,5,0.322,0.991,-4.453,0.213,0.00313,0.0035,0.0708,0.198,140.221
Walk with Me In Hell,Lamb of God,13,0.286,0.982,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629
In The End,Black Veil Brides,5,0.442,0.939,-4.18,0.0941,0.000183,0.00589,0.0857,0.27,140.021
I Remember You,Skid Row,5,0.345,0.531,-12.708,0.0305,0.00642,7.28e-06,0.14,0.49,176.302
War Pigs (2009 - Remaster),Black Sabbath,2,0.369,0.679,-9.729,0.0742,0.128,0.0125,0.197,0.508,91.883
Don't Stay,Linkin Park,8,0.488,0.995,-3.096,0.108,0.00153,0.0,0.911,0.679,90.058
Rainbow In The Dark,Dio,1,0.508,0.912,-8.049,0.0368,7.06e-05,0.403,0.0492,0.682,117.582
Shepherd of Fire,Avenged Sevenfold,12,0.576,0.906,-7.677,0.0571,0.000332,0.0614,0.0908,0.211,127.935
I Hate Everything About You,Three Days Grace,13,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342
The Drummer,Red Hot Chili Peppers,6,0.536,0.894,-5.687,0.0479,0.00596,0.0168,0.118,0.784,174.899
My Own Summer (Shove It),Deftones,13,0.443,0.781,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841
A Tout Le Monde - Remastered 2004,Megadeth,5,0.272,0.747,-4.86,0.0401,0.000393,4.03e-05,0.16,0.255,202.777
Voices In My Head,Falling In Reverse,6,0.546,0.898,-3.067,0.162,0.0266,0.0,0.129,0.639,173.17
Breaking the Law,Judas Priest,5,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019
The Kids Aren't Alright,The Offspring,1,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607
Holy Wars...The Punishment Due - Remastered,Megadeth,13,0.325,0.985,-3.941,0.151,0.00177,0.107,0.351,0.221,125.307
Hallowed Be Thy Name - 2015 Remaster,Iron Maiden,13,0.313,0.882,-6.215,0.0355,0.0346,0.338,0.45,0.3,103.981
Trains - Remastered,Porcupine Tree,5,0.453,0.581,-12.713,0.0336,0.0256,0.0236,0.154,0.213,174.203
Sunburn,Fuel,13,0.501,0.795,-7.147,0.0298,0.00279,0.00028,0.105,0.544,93.556
Kings of Metal,Manowar,6,0.575,0.881,-13.012,0.0356,0.000113,2.59e-05,0.147,0.692,132.128
In the Air Tonight,Nonpoint,13,0.562,0.808,-4.836,0.0462,0.0118,0.158,0.137,0.196,99.956
Meus Próprios Meios,Oficina G3,5,0.49,0.967,-3.68,0.085,0.000863,4.19e-06,0.0901,0.374,159.998
In the Air Tonight,Nonpoint,13,0.562,0.808,-4.836,0.0462,0.0118,0.158,0.137,0.196,99.956
Symbolic,Death,5,0.288,0.982,-7.034,0.269,6.65e-05,0.0123,0.163,0.127,163.469
The Pusher,Steppenwolf,2,0.508,0.47,-9.339,0.0262,0.201,0.0553,0.14,0.69,81.016
Won't Back Down,Fuel,8,0.465,0.883,-4.794,0.0504,0.000101,0.425,0.638,0.133,95.04
Hey Lawdy Mama - Single Version,Steppenwolf,12,0.589,0.831,-12.373,0.0615,0.0195,2.41e-05,0.0635,0.511,98.813
"Christmas Is The Time To Say ""I Love You""",Billy Squier,8,0.505,0.687,-11.207,0.0462,0.234,0.0,0.874,0.72,104.315
Born To Be Wild - Single Version,Steppenwolf,8,0.468,0.81,-8.33,0.0724,0.00169,0.0314,0.567,0.464,145.589
Hail Mary,Testament,13,0.38,0.935,-7.061,0.0595,6.45e-06,0.197,0.111,0.529,109.096
Electric Crown,Testament,13,0.357,0.905,-7.787,0.0523,0.00395,0.000417,0.375,0.546,81.294
"Christmas Is The Time To Say ""I Love You""",Billy Squier,8,0.505,0.687,-11.207,0.0462,0.234,0.0,0.874,0.72,104.315
Do Ya Wanna Taste It,Wig Wam,1,0.559,0.793,-3.536,0.028,0.0191,0.0,0.394,0.69,92.034
Crash & Burn,Northlane;PhaseOne,13,0.227,0.861,-3.997,0.0628,0.000218,6.23e-06,0.155,0.143,74.824
Nutshell,Alice In Chains,3,0.384,0.561,-10.059,0.0296,0.373,0.253,0.0775,0.159,136.136
Like a Stone,Audioslave,12,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849
Sharp Edges,Linkin Park,1,0.652,0.714,-5.678,0.0562,0.145,0.0,0.154,0.624,112.029
With You,Linkin Park,5,0.421,0.978,-4.004,0.302,0.0037,0.0,0.111,0.359,196.921
All the Things She Said,Tomorrow,13,0.546,0.809,-5.848,0.0904,0.11,0.000802,0.316,0.409,114.765
Here for You,Firehouse,2,0.565,0.651,-8.611,0.0239,0.193,0.0,0.062,0.504,92.028
Runaway,Bon Jovi,6,0.475,0.899,-4.321,0.0637,0.00375,1.91e-05,0.14,0.603,152.445
In Loving Memory,Alter Bridge,5,0.304,0.637,-5.922,0.0334,0.00749,6.44e-05,0.216,0.174,140.498
Love Hurts,Nazareth,2,0.48,0.427,-7.961,0.0243,0.00315,0.00442,0.338,0.148,80.078
Bulls On Parade,Rage Against The Machine,5,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367
Another Life,Motionless In White,5,0.39,0.939,-3.828,0.0787,5.08e-05,0.0,0.0968,0.495,161.997
Wait and Bleed,Slipknot,13,0.382,0.996,-4.119,0.104,0.00208,0.0,0.417,0.327,93.345
Angel,Theory of a Deadman,13,0.443,0.844,-5.414,0.0425,0.00251,0.0,0.085,0.452,76.001
Runaway,Linkin Park,13,0.636,0.884,-4.743,0.0584,0.0142,0.0,0.253,0.446,109.16
Cemetery Gates,Pantera,5,0.274,0.726,-11.541,0.0449,0.000212,0.0113,0.0993,0.426,146.449
The Pot,TOOL,13,0.469,0.79,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45
Mother,Danzig,5,0.365,0.763,-9.45,0.0591,0.00726,0.000457,0.0865,0.342,148.366
Be Quiet and Drive (Far Away),Deftones,11,0.206,0.965,-5.116,0.079,9.91e-06,0.827,0.367,0.168,92.615
Peace and Love,Red Hot Chili Peppers,1,0.68,0.679,-6.076,0.0423,0.00495,0.00861,0.0953,0.867,83.821
Wrong Side of Heaven,Five Finger Death Punch,5,0.481,0.932,-4.592,0.083,0.00721,0.0,0.337,0.543,149.992
Little Wing,Jimi Hendrix,2,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776
Redneck,Lamb of God,13,0.512,0.996,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931
Not Gonna Die,Skillet,5,0.445,0.953,-2.463,0.0704,0.0106,0.0,0.281,0.475,172.063
My Way,Limp Bizkit,8,0.576,0.864,-3.981,0.0462,0.02,1.68e-06,0.683,0.609,97.225
Schism,TOOL,12,0.567,0.714,-8.512,0.0302,0.0012,0.417,0.186,0.191,107.441
